epoch,score,lines,actions
1284,14,0,63
1285,13,0,45
1286,14,0,55
1287,19,0,86
1288,21,0,86
1289,15,0,59
1290,13,0,60
1291,14,0,61
1292,14,0,51
1293,15,0,66
1294,17,0,68
1295,14,0,63
1296,14,0,64
1297,24,0,104
1298,19,0,72
1299,15,0,64
1300,16,0,71
1301,14,0,58
1302,18,0,75
1303,14,0,52
1304,17,0,71
1305,14,0,54
1306,20,0,82
1307,16,0,60
1308,16,0,75
1309,15,0,64
1310,16,0,73
1311,14,0,54
1312,15,0,65
1313,16,0,51
1314,14,0,63
1315,16,0,62
1316,11,0,56
1317,17,0,76
1318,16,0,63
1319,18,0,80
1320,16,0,57
1321,18,0,74
1322,15,0,62
1323,14,0,55
1324,17,0,81
1325,14,0,66
1326,13,0,52
1327,14,0,57
1328,14,0,67
1329,16,0,73
1330,12,0,61
1331,11,0,45
1332,17,0,75
1333,16,0,62
1334,16,0,70
1335,17,0,67
1336,16,0,76
1337,16,0,60
1338,18,0,77
1339,15,0,65
1340,17,0,68
1341,15,0,54
1342,17,0,71
1343,17,0,71
1344,21,0,76
1345,13,0,65
1346,28,1,84
1347,15,0,68
1348,18,0,66
1349,13,0,54
1350,20,0,87
1351,18,0,76
1352,15,0,64
1353,18,0,77
1354,18,0,78
1355,17,0,73
1356,16,0,68
1357,11,0,41
1358,12,0,58
1359,13,0,60
1360,17,0,61
1361,20,0,90
1362,13,0,52
1363,14,0,63
1364,23,0,107
1365,18,0,71
1366,12,0,35
1367,14,0,51
1368,13,0,53
1369,15,0,68
1370,15,0,61
1371,16,0,61
1372,17,0,81
1373,15,0,75
1374,28,1,89
1375,15,0,43
1376,13,0,45
1377,17,0,65
1378,21,0,100
1379,18,0,81
1380,14,0,55
1381,15,0,66
1382,15,0,64
1383,16,0,57
1384,27,0,120
1385,16,0,61
1386,18,0,78
1387,19,0,79
1388,10,0,33
1389,14,0,58
1390,23,0,96
1391,25,0,112
1392,19,0,88
1393,17,0,72
1394,20,0,93
1395,18,0,75
1396,30,1,85
1397,19,0,90
1398,19,0,59
1399,15,0,63
1400,27,1,73
1401,14,0,56
1402,20,0,87
1403,15,0,70
1404,16,0,81
1405,17,0,63
1406,17,0,80
1407,18,0,77
1408,16,0,68
1409,28,1,76
1410,13,0,59
1411,18,0,87
1412,16,0,76
1413,17,0,76
1414,17,0,80
1415,18,0,82
1416,21,0,98
1417,17,0,76
1418,12,0,67
1419,15,0,58
1420,17,0,70
1421,15,0,54
1422,16,0,69
1423,18,0,82
1424,16,0,68
1425,14,0,55
1426,17,0,82
1427,13,0,53
1428,24,0,90
1429,16,0,61
1430,14,0,65
1431,16,0,56
1432,28,1,72
1433,18,0,81
1434,18,0,63
1435,16,0,73
1436,17,0,69
1437,14,0,48
1438,18,0,84
1439,15,0,56
1440,16,0,62
1441,16,0,74
1442,21,0,89
1443,16,0,62
1444,15,0,62
1445,16,0,69
1446,15,0,53
1447,18,0,85
1448,17,0,61
1449,19,0,66
1450,17,0,75
1451,18,0,78
1452,14,0,51
1453,28,1,75
1454,18,0,90
1455,15,0,68
1456,16,0,56
1457,16,0,58
1458,18,0,65
1459,17,0,70
1460,23,0,85
1461,19,0,68
1462,17,0,81
1463,16,0,76
1464,18,0,75
1465,18,0,80
1466,13,0,48
1467,17,0,78
1468,17,0,79
1469,16,0,62
1470,16,0,77
1471,14,0,68
1472,14,0,72
1473,14,0,57
1474,15,0,68
1475,16,0,75
1476,17,0,79
1477,16,0,73
1478,14,0,55
1479,14,0,67
1480,16,0,57
1481,17,0,76
1482,14,0,48
1483,20,0,86
1484,14,0,62
1485,17,0,77
1486,16,0,70
1487,17,0,68
1488,17,0,76
1489,14,0,54
1490,16,0,66
1491,17,0,52
1492,14,0,54
1493,16,0,69
1494,15,0,69
1495,19,0,88
1496,15,0,71
1497,12,0,55
1498,17,0,81
1499,19,0,76
1500,20,0,83
1501,18,0,89
1502,18,0,83
1503,14,0,52
1504,17,0,73
1505,14,0,66
1506,32,1,97
1507,16,0,65
1508,19,0,89
1509,16,0,75
1510,20,0,86
1511,16,0,79
1512,18,0,83
1513,12,0,54
1514,17,0,73
1515,14,0,51
1516,17,0,70
1517,13,0,62
1518,19,0,83
1519,12,0,55
1520,16,0,76
1521,15,0,60
1522,15,0,66
1523,16,0,78
1524,18,0,73
1525,17,0,83
1526,17,0,81
1527,15,0,68
1528,17,0,78
1529,14,0,52
1530,16,0,63
1531,16,0,64
1532,18,0,71
1533,18,0,80
1534,12,0,63
1535,16,0,78
1536,19,0,86
1537,18,0,74
1538,18,0,78
1539,15,0,60
1540,16,0,70
1541,17,0,70
1542,20,0,77
1543,18,0,76
1544,29,1,80
1545,13,0,51
1546,18,0,66
1547,14,0,56
1548,16,0,72
1549,15,0,71
1550,15,0,67
1551,18,0,71
1552,16,0,67
1553,16,0,63
1554,18,0,74
1555,22,0,101
1556,13,0,49
1557,17,0,75
1558,17,0,65
1559,20,0,91
1560,17,0,66
1561,19,0,77
1562,19,0,75
1563,19,0,76
1564,15,0,64
1565,16,0,63
1566,27,1,80
1567,17,0,80
1568,16,0,78
1569,17,0,78
1570,15,0,56
1571,13,0,47
1572,18,0,74
1573,27,1,58
1574,14,0,62
1575,17,0,73
1576,15,0,61
1577,18,0,78
1578,18,0,87
1579,17,0,83
1580,15,0,67
1581,25,1,73
1582,16,0,73
1583,21,0,88
1584,17,0,80
1585,18,0,83
1586,18,0,76
1587,18,0,74
1588,18,0,88
1589,28,1,70
1590,17,0,81
1591,15,0,69
1592,17,0,69
1593,16,0,73
1594,17,0,74
1595,15,0,63
1596,18,0,77
1597,18,0,84
1598,15,0,63
1599,17,0,71
1600,15,0,63
1601,15,0,53
1602,19,0,69
1603,18,0,83
1604,18,0,71
1605,30,1,93
1606,17,0,83
1607,15,0,69
1608,18,0,75
1609,15,0,51
1610,29,1,74
1611,19,0,88
1612,16,0,62
1613,19,0,73
1614,17,0,65
1615,18,0,78
1616,19,0,88
1617,19,0,80
1618,16,0,66
1619,16,0,74
1620,19,0,82
1621,16,0,75
1622,14,0,64
1623,18,0,75
1624,15,0,74
1625,13,0,56
1626,16,0,60
1627,17,0,71
1628,15,0,63
1629,16,0,77
1630,18,0,73
1631,16,0,75
1632,17,0,79
1633,17,0,80
1634,15,0,65
1635,18,0,71
1636,27,1,81
1637,15,0,55
1638,14,0,69
1639,20,0,96
1640,14,0,63
1641,15,0,64
1642,13,0,54
1643,14,0,60
1644,16,0,77
1645,14,0,66
1646,18,0,82
1647,17,0,77
1648,14,0,64
1649,17,0,74
1650,21,0,98
1651,15,0,70
1652,16,0,67
1653,19,0,88
1654,15,0,65
1655,21,0,85
1656,18,0,82
1657,19,0,79
1658,19,0,76
1659,17,0,86
1660,19,0,80
1661,28,1,75
