epoch,score,lines,actions
1448,18,0,47
1449,21,0,84
1450,25,0,72
1451,19,0,54
1452,20,0,74
1453,21,0,59
1454,21,0,61
1455,19,0,52
1456,23,0,78
1457,19,0,45
1458,19,0,57
1459,20,0,58
1460,22,0,69
1461,21,0,57
1462,17,0,39
1463,19,0,64
1464,23,0,75
1465,19,0,62
1466,22,0,70
1467,30,1,67
1468,24,0,72
1469,14,0,36
1470,22,0,71
1471,23,0,71
1472,21,0,67
1473,23,0,75
1474,23,0,67
1475,20,0,52
1476,15,0,50
1477,16,0,59
1478,16,0,52
1479,22,0,88
1480,23,0,64
1481,24,0,95
1482,21,0,58
1483,20,0,49
1484,20,0,48
1485,22,0,60
1486,22,0,102
1487,22,0,69
1488,25,0,72
1489,19,0,56
1490,26,0,84
1491,26,0,98
1492,25,0,77
1493,19,0,63
1494,21,0,63
1495,21,0,61
1496,18,0,47
1497,18,0,46
1498,20,0,50
1499,22,0,75
1500,23,0,63
1501,20,0,54
1502,15,0,44
1503,20,0,55
1504,22,0,59
1505,18,0,57
1506,24,0,77
1507,19,0,48
1508,22,0,60
1509,17,0,52
1510,23,0,78
1511,23,0,75
1512,26,0,100
1513,23,0,64
1514,25,0,86
1515,19,0,51
1516,32,1,65
1517,22,0,64
1518,26,0,82
1519,20,0,54
1520,21,0,58
1521,22,0,63
1522,22,0,67
1523,19,0,51
1524,24,0,68
1525,18,0,44
1526,31,1,59
1527,18,0,56
1528,19,0,50
1529,23,0,68
1530,22,0,72
1531,26,0,82
1532,25,0,73
1533,20,0,54
1534,27,0,83
1535,21,0,58
1536,23,0,71
1537,17,0,42
1538,24,0,81
1539,17,0,47
1540,16,0,73
1541,22,0,67
1542,21,0,76
1543,24,0,72
1544,18,0,45
1545,24,0,72
1546,17,0,40
1547,21,0,70
1548,24,0,77
1549,23,0,75
1550,20,0,46
1551,22,0,61
1552,22,0,58
1553,22,0,60
1554,22,0,65
1555,22,0,63
1556,21,0,104
1557,25,0,86
1558,21,0,70
1559,22,0,79
1560,20,0,81
1561,23,0,61
1562,20,0,57
1563,23,0,70
1564,21,0,62
1565,26,0,75
1566,25,0,72
1567,22,0,65
1568,22,0,62
1569,22,0,61
1570,24,0,68
1571,25,0,73
1572,22,0,68
1573,26,0,79
1574,23,0,73
1575,21,0,64
1576,19,0,57
1577,19,0,55
1578,21,0,65
1579,17,0,40
1580,23,0,69
1581,20,0,53
1582,22,0,68
1583,21,0,58
1584,19,0,49
1585,17,0,45
1586,18,0,45
1587,21,0,56
1588,25,0,73
1589,21,0,59
1590,18,0,55
1591,16,0,43
1592,25,0,74
1593,24,0,95
1594,25,0,70
1595,25,0,85
1596,20,0,64
1597,23,0,64
1598,23,0,71
1599,23,0,64
1600,27,0,89
1601,25,0,80
1602,20,0,51
1603,22,0,64
1604,21,0,63
1605,19,0,56
1606,24,0,66
1607,19,0,50
1608,19,0,51
1609,22,0,63
1610,24,0,75
1611,20,0,54
1612,14,0,31
1613,26,0,94
1614,20,0,67
1615,21,0,62
1616,20,0,64
1617,21,0,60
1618,24,0,81
1619,24,0,69
1620,21,0,60
1621,26,0,79
1622,26,0,92
1623,22,0,64
1624,19,0,58
1625,18,0,65
1626,18,0,55
1627,20,0,47
1628,21,0,59
1629,22,0,61
1630,23,0,69
1631,22,0,69
1632,23,0,68
1633,22,0,64
1634,19,0,55
1635,21,0,56
1636,18,0,56
1637,23,0,65
1638,21,0,61
1639,22,0,61
1640,21,0,56
1641,21,0,52
1642,22,0,60
1643,25,0,85
1644,24,0,86
1645,22,0,71
1646,25,0,79
1647,21,0,58
1648,20,0,56
1649,20,0,53
1650,20,0,54
1651,25,0,75
1652,22,0,67
1653,25,0,69
1654,21,0,61
1655,23,0,71
1656,22,0,71
1657,29,0,93
1658,21,0,74
1659,21,0,56
1660,25,0,94
1661,19,0,81
1662,23,0,87
